0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000000000000:<0>,,,0000000000000000
0000000100010000:<272>,,,0000000100010000
0000000111011110:<478>,,,0000000111011110
0000001010111010:<698>,,,0000001010111010
0000001110100001:<929>,,,0000001110100001
0000010010011000:<1176>,,,0000010010011000
0000010110011011:<1435>,,,0000010110011011
0000011010101110:<1710>,,,0000011010101110
0000011111001111:<1999>,,,0000011111001111
0000100100000000:<2304>,,,0000100100000000
0000101000111110:<2622>,,,0000101000111110
0000101110001001:<2953>,,,0000101110001001
0000110011100001:<3297>,,,0000110011100001
0000111001000100:<3652>,,,0000111001000100
0000111110110001:<4017>,,,0000111110110001
0001000100100101:<4389>,,,0001000100100101
0001001010100010:<4770>,,,0001001010100010
0001010000100010:<5154>,,,0001010000100010
0001010101010011:<5459>,,,0001010101010011
0001011000000100:<5636>,,,0001011000000100
0001011011011110:<5854>,,,0001011011011110
0001011110110010:<6066>,,,0001011110110010
0001100010000000:<6272>,,,0001100010000000
0001100101000101:<6469>,,,0001100101000101
0001101000000100:<6660>,,,0001101000000100
0001101010111000:<6840>,,,0001101010111000
0001101011000101:<6853>,,,0001101011000101
0001101011000101:<6853>,,,0001101011000101
0001101010111011:<6843>,,,0001101010111011
0001101010100011:<6819>,,,0001101010100011
0001101001111111:<6783>,,,0001101001111111
0001101001001101:<6733>,,,0001101001001101
0001101000010000:<6672>,,,0001101000010000
0001100111001100:<6604>,,,0001100111001100
0001100100001001:<6409>,,,0001100100001001
0001011111111110:<6142>,,,0001011111111110
