00000000:<0.0>,,,00000000
11111111:<-1.0>,,,11111111
11111111:<-1.0>,,,11111111
00000001:<1.0>,,,00000001
11111101:<-3.0>,,,11111101
00000010:<2.0>,,,00000010
11111101:<-3.0>,,,11111101
00000000:<0.0>,,,00000000
00000011:<3.0>,,,00000011
11111001:<-7.0>,,,11111001
00000111:<7.0>,,,00000111
11111010:<-6.0>,,,11111010
00000001:<1.0>,,,00000001
00000010:<2.0>,,,00000010
11111101:<-3.0>,,,11111101
11111111:<-1.0>,,,11111111
00000011:<3.0>,,,00000011
11111011:<-5.0>,,,11111011
11111100:<-4.0>,,,11111100
00010010:<18.0>,,,00010010
11011101:<-35.0>,,,11011101
00101010:<42.0>,,,00101010
11100000:<-32.0>,,,11100000
00000000:<0.0>,,,00000000
00101011:<43.0>,,,00101011
10101101:<-83.0>,,,10101101
01100001:<97.0>,,,01100001
10110011:<-77.0>,,,10110011
00010110:<22.0>,,,00010110
00101101:<45.0>,,,00101101
10011001:<-103.0>,,,10011001
01111100:<124.0>,,,01111100
10011001:<-103.0>,,,10011001
00101101:<45.0>,,,00101101
00010110:<22.0>,,,00010110
10110011:<-77.0>,,,10110011
01100001:<97.0>,,,01100001
10101101:<-83.0>,,,10101101
00101011:<43.0>,,,00101011
00000000:<0.0>,,,00000000
11100000:<-32.0>,,,11100000
00101010:<42.0>,,,00101010
11011101:<-35.0>,,,11011101
00010010:<18.0>,,,00010010
11111100:<-4.0>,,,11111100
11111011:<-5.0>,,,11111011
00000011:<3.0>,,,00000011
11111111:<-1.0>,,,11111111
11111101:<-3.0>,,,11111101
00000010:<2.0>,,,00000010
00000001:<1.0>,,,00000001
11111010:<-6.0>,,,11111010
00000111:<7.0>,,,00000111
11111001:<-7.0>,,,11111001
00000011:<3.0>,,,00000011
00000000:<0.0>,,,00000000
11111101:<-3.0>,,,11111101
00000010:<2.0>,,,00000010
11111101:<-3.0>,,,11111101
00000001:<1.0>,,,00000001
11111111:<-1.0>,,,11111111
11111111:<-1.0>,,,11111111
00000000:<0.0>,,,00000000
