11111111:<-1.0>,,,11111111
00000000:<0.0>,,,00000000
00000000:<0.0>,,,00000000
11111110:<-2.0>,,,11111110
11111110:<-2.0>,,,11111110
00000001:<1.0>,,,00000001
00000011:<3.0>,,,00000011
11111111:<-1.0>,,,11111111
11111010:<-6.0>,,,11111010
11111101:<-3.0>,,,11111101
00000110:<6.0>,,,00000110
00000101:<5.0>,,,00000101
11111100:<-4.0>,,,11111100
11111010:<-6.0>,,,11111010
00000000:<0.0>,,,00000000
11111111:<-1.0>,,,11111111
11111111:<-1.0>,,,11111111
00001001:<9.0>,,,00001001
00001001:<9.0>,,,00001001
11101101:<-19.0>,,,11101101
11100010:<-30.0>,,,11100010
00010001:<17.0>,,,00010001
00110111:<55.0>,,,00110111
11111111:<-1.0>,,,11111111
10110010:<-78.0>,,,10110010
11011101:<-35.0>,,,11011101
01010010:<82.0>,,,01010010
01001100:<76.0>,,,01001100
11000000:<-64.0>,,,11000000
10010000:<-112.0>,,,10010000
00011000:<24.0>,,,00011000
01111100:<124.0>,,,01111100
00011000:<24.0>,,,00011000
10010000:<-112.0>,,,10010000
11000000:<-64.0>,,,11000000
01001100:<76.0>,,,01001100
01010010:<82.0>,,,01010010
11011101:<-35.0>,,,11011101
10110010:<-78.0>,,,10110010
11111111:<-1.0>,,,11111111
00110111:<55.0>,,,00110111
00010001:<17.0>,,,00010001
11100010:<-30.0>,,,11100010
11101101:<-19.0>,,,11101101
00001001:<9.0>,,,00001001
00001001:<9.0>,,,00001001
11111111:<-1.0>,,,11111111
11111111:<-1.0>,,,11111111
00000000:<0.0>,,,00000000
11111010:<-6.0>,,,11111010
11111100:<-4.0>,,,11111100
00000101:<5.0>,,,00000101
00000110:<6.0>,,,00000110
11111101:<-3.0>,,,11111101
11111010:<-6.0>,,,11111010
11111111:<-1.0>,,,11111111
00000011:<3.0>,,,00000011
00000001:<1.0>,,,00000001
11111110:<-2.0>,,,11111110
11111110:<-2.0>,,,11111110
00000000:<0.0>,,,00000000
00000000:<0.0>,,,00000000
11111111:<-1.0>,,,11111111
